product_name,category,platform,price,rating,delivery_days,discount,popularity
Campus Pro Model 18,Shoes,Amazon,2966,4.4,4,4,9
ASICS Run Model 19,Shoes,Amazon,3103,4.5,5,7,10
New Balance Model 20,Shoes,Amazon,3240,4.6,1,10,1
Nike Running Model 21,Shoes,Amazon,3377,4.7,2,13,2
Adidas Sports Model 22,Shoes,Amazon,3514,4.8,3,16,3
Puma Casual Model 23,Shoes,Amazon,3651,4.9,4,19,4
Reebok Trainer Model 24,Shoes,Amazon,3788,3.8,5,22,5
Skechers Go Model 25,Shoes,Amazon,3925,3.9,1,25,6
Woodland Trek Model 26,Shoes,Amazon,4062,4.0,2,28,7
Bata Comfort Model 27,Shoes,Amazon,4199,4.1,3,31,8
Campus Pro Model 28,Shoes,Amazon,4336,4.2,4,34,9
ASICS Run Model 29,Shoes,Amazon,4473,4.3,5,37,10
New Balance Model 30,Shoes,Amazon,4610,4.4,1,40,1
Nike Running Model 31,Shoes,Amazon,4747,4.5,2,43,2
Adidas Sports Model 32,Shoes,Amazon,4884,4.6,3,46,3
Puma Casual Model 33,Shoes,Amazon,5021,4.7,4,49,4
Reebok Trainer Model 34,Shoes,Amazon,5158,4.8,5,2,5
Skechers Go Model 35,Shoes,Amazon,5295,4.9,1,5,6
Woodland Trek Model 36,Shoes,Amazon,5432,3.8,2,8,7
Bata Comfort Model 37,Shoes,Amazon,5569,3.9,3,11,8
Campus Pro Model 38,Shoes,Amazon,5706,4.0,4,14,9
ASICS Run Model 39,Shoes,Amazon,5843,4.1,5,17,10
New Balance Model 40,Shoes,Amazon,5980,4.2,1,20,1
Nike Running Model 41,Shoes,Amazon,6117,4.3,2,23,2
Adidas Sports Model 42,Shoes,Amazon,6254,4.4,3,26,3
Puma Casual Model 43,Shoes,Amazon,6391,4.5,4,29,4
Reebok Trainer Model 44,Shoes,Amazon,6528,4.6,5,32,5
Skechers Go Model 45,Shoes,Amazon,6665,4.7,1,35,6
Woodland Trek Model 46,Shoes,Amazon,6802,4.8,2,38,7
Bata Comfort Model 47,Shoes,Amazon,6939,4.9,3,41,8
Campus Pro Model 48,Shoes,Amazon,7076,3.8,4,44,9
ASICS Run Model 49,Shoes,Amazon,7213,3.9,5,47,10
New Balance Model 50,Shoes,Amazon,7350,4.0,1,0,1
Nike Running Model 1,Shoes,Flipkart,637,3.9,2,3,2
Adidas Sports Model 2,Shoes,Flipkart,774,4.0,3,6,3
Puma Casual Model 3,Shoes,Flipkart,911,4.1,4,9,4
Reebok Trainer Model 4,Shoes,Flipkart,1048,4.2,5,12,5
Skechers Go Model 5,Shoes,Flipkart,1185,4.3,1,15,6
Woodland Trek Model 6,Shoes,Flipkart,1322,4.4,2,18,7
Bata Comfort Model 7,Shoes,Flipkart,1459,4.5,3,21,8
Campus Pro Model 8,Shoes,Flipkart,1596,4.6,4,24,9
ASICS Run Model 9,Shoes,Flipkart,1733,4.7,5,27,10
New Balance Model 10,Shoes,Flipkart,1870,4.8,1,30,1
Nike Running Model 11,Shoes,Flipkart,2007,4.9,2,33,2
Adidas Sports Model 12,Shoes,Flipkart,2144,3.8,3,36,3
Puma Casual Model 13,Shoes,Flipkart,2281,3.9,4,39,4
Reebok Trainer Model 14,Shoes,Flipkart,2418,4.0,5,42,5
Skechers Go Model 15,Shoes,Flipkart,2555,4.1,1,45,6
Woodland Trek Model 16,Shoes,Flipkart,2692,4.2,2,48,7
Bata Comfort Model 17,Shoes,Flipkart,2829,4.3,3,1,8
Campus Pro Model 18,Shoes,Flipkart,2966,4.4,4,4,9
ASICS Run Model 19,Shoes,Flipkart,3103,4.5,5,7,10
New Balance Model 20,Shoes,Flipkart,3240,4.6,1,10,1
Nike Running Model 21,Shoes,Flipkart,3377,4.7,2,13,2
Adidas Sports Model 22,Shoes,Flipkart,3514,4.8,3,16,3
Puma Casual Model 23,Shoes,Flipkart,3651,4.9,4,19,4
Reebok Trainer Model 24,Shoes,Flipkart,3788,3.8,5,22,5
Skechers Go Model 25,Shoes,Flipkart,3925,3.9,1,25,6
Woodland Trek Model 26,Shoes,Flipkart,4062,4.0,2,28,7
Bata Comfort Model 27,Shoes,Flipkart,4199,4.1,3,31,8
Campus Pro Model 28,Shoes,Flipkart,4336,4.2,4,34,9
ASICS Run Model 29,Shoes,Flipkart,4473,4.3,5,37,10
New Balance Model 30,Shoes,Flipkart,4610,4.4,1,40,1
Nike Running Model 31,Shoes,Flipkart,4747,4.5,2,43,2
Adidas Sports Model 32,Shoes,Flipkart,4884,4.6,3,46,3
Puma Casual Model 33,Shoes,Flipkart,5021,4.7,4,49,4
Reebok Trainer Model 34,Shoes,Flipkart,5158,4.8,5,2,5
Skechers Go Model 35,Shoes,Flipkart,5295,4.9,1,5,6
Woodland Trek Model 36,Shoes,Flipkart,5432,3.8,2,8,7
Bata Comfort Model 37,Shoes,Flipkart,5569,3.9,3,11,8
Campus Pro Model 38,Shoes,Flipkart,5706,4.0,4,14,9
ASICS Run Model 39,Shoes,Flipkart,5843,4.1,5,17,10
New Balance Model 40,Shoes,Flipkart,5980,4.2,1,20,1
Nike Running Model 41,Shoes,Flipkart,6117,4.3,2,23,2
Adidas Sports Model 42,Shoes,Flipkart,6254,4.4,3,26,3
Puma Casual Model 43,Shoes,Flipkart,6391,4.5,4,29,4
Reebok Trainer Model 44,Shoes,Flipkart,6528,4.6,5,32,5
Skechers Go Model 45,Shoes,Flipkart,6665,4.7,1,35,6
Woodland Trek Model 46,Shoes,Flipkart,6802,4.8,2,38,7
Bata Comfort Model 47,Shoes,Flipkart,6939,4.9,3,41,8
Campus Pro Model 48,Shoes,Flipkart,7076,3.8,4,44,9
ASICS Run Model 49,Shoes,Flipkart,7213,3.9,5,47,10
New Balance Model 50,Shoes,Flipkart,7350,4.0,1,0,1
Nike Running Model 1,Shoes,Myntra,637,3.9,2,3,2
Adidas Sports Model 2,Shoes,Myntra,774,4.0,3,6,3
Puma Casual Model 3,Shoes,Myntra,911,4.1,4,9,4
Reebok Trainer Model 4,Shoes,Myntra,1048,4.2,5,12,5
Skechers Go Model 5,Shoes,Myntra,1185,4.3,1,15,6
Woodland Trek Model 6,Shoes,Myntra,1322,4.4,2,18,7
Bata Comfort Model 7,Shoes,Myntra,1459,4.5,3,21,8
Campus Pro Model 8,Shoes,Myntra,1596,4.6,4,24,9
ASICS Run Model 9,Shoes,Myntra,1733,4.7,5,27,10
New Balance Model 10,Shoes,Myntra,1870,4.8,1,30,1
Nike Running Model 11,Shoes,Myntra,2007,4.9,2,33,2
Adidas Sports Model 12,Shoes,Myntra,2144,3.8,3,36,3
Puma Casual Model 13,Shoes,Myntra,2281,3.9,4,39,4
Reebok Trainer Model 14,Shoes,Myntra,2418,4.0,5,42,5
Skechers Go Model 15,Shoes,Myntra,2555,4.1,1,45,6
Woodland Trek Model 16,Shoes,Myntra,2692,4.2,2,48,7
Bata Comfort Model 17,Shoes,Myntra,2829,4.3,3,1,8
Campus Pro Model 18,Shoes,Myntra,2966,4.4,4,4,9
ASICS Run Model 19,Shoes,Myntra,3103,4.5,5,7,10
New Balance Model 20,Shoes,Myntra,3240,4.6,1,10,1
Nike Running Model 21,Shoes,Myntra,3377,4.7,2,13,2
Adidas Sports Model 22,Shoes,Myntra,3514,4.8,3,16,3
Puma Casual Model 23,Shoes,Myntra,3651,4.9,4,19,4
Reebok Trainer Model 24,Shoes,Myntra,3788,3.8,5,22,5
Skechers Go Model 25,Shoes,Myntra,3925,3.9,1,25,6
Woodland Trek Model 26,Shoes,Myntra,4062,4.0,2,28,7
Bata Comfort Model 27,Shoes,Myntra,4199,4.1,3,31,8
Campus Pro Model 28,Shoes,Myntra,4336,4.2,4,34,9
ASICS Run Model 29,Shoes,Myntra,4473,4.3,5,37,10
New Balance Model 30,Shoes,Myntra,4610,4.4,1,40,1
Nike Running Model 31,Shoes,Myntra,4747,4.5,2,43,2
Adidas Sports Model 32,Shoes,Myntra,4884,4.6,3,46,3
Puma Casual Model 33,Shoes,Myntra,5021,4.7,4,49,4
Reebok Trainer Model 34,Shoes,Myntra,5158,4.8,5,2,5
Skechers Go Model 35,Shoes,Myntra,5295,4.9,1,5,6
Woodland Trek Model 36,Shoes,Myntra,5432,3.8,2,8,7
Bata Comfort Model 37,Shoes,Myntra,5569,3.9,3,11,8
Campus Pro Model 38,Shoes,Myntra,5706,4.0,4,14,9
ASICS Run Model 39,Shoes,Myntra,5843,4.1,5,17,10
New Balance Model 40,Shoes,Myntra,5980,4.2,1,20,1
Nike Running Model 41,Shoes,Myntra,6117,4.3,2,23,2
Adidas Sports Model 42,Shoes,Myntra,6254,4.4,3,26,3
Puma Casual Model 43,Shoes,Myntra,6391,4.5,4,29,4
Reebok Trainer Model 44,Shoes,Myntra,6528,4.6,5,32,5
Skechers Go Model 45,Shoes,Myntra,6665,4.7,1,35,6
Woodland Trek Model 46,Shoes,Myntra,6802,4.8,2,38,7
Bata Comfort Model 47,Shoes,Myntra,6939,4.9,3,41,8
Campus Pro Model 48,Shoes,Myntra,7076,3.8,4,44,9
ASICS Run Model 49,Shoes,Myntra,7213,3.9,5,47,10
New Balance Model 50,Shoes,Myntra,7350,4.0,1,0,1
Nike Running Model 1,Shoes,Ajio,637,3.9,2,3,2
Adidas Sports Model 2,Shoes,Ajio,774,4.0,3,6,3
Puma Casual Model 3,Shoes,Ajio,911,4.1,4,9,4
Reebok Trainer Model 4,Shoes,Ajio,1048,4.2,5,12,5
Skechers Go Model 5,Shoes,Ajio,1185,4.3,1,15,6
Woodland Trek Model 6,Shoes,Ajio,1322,4.4,2,18,7
Bata Comfort Model 7,Shoes,Ajio,1459,4.5,3,21,8
Campus Pro Model 8,Shoes,Ajio,1596,4.6,4,24,9
ASICS Run Model 9,Shoes,Ajio,1733,4.7,5,27,10
New Balance Model 10,Shoes,Ajio,1870,4.8,1,30,1
Nike Running Model 11,Shoes,Ajio,2007,4.9,2,33,2
Adidas Sports Model 12,Shoes,Ajio,2144,3.8,3,36,3
Puma Casual Model 13,Shoes,Ajio,2281,3.9,4,39,4
Reebok Trainer Model 14,Shoes,Ajio,2418,4.0,5,42,5
Skechers Go Model 15,Shoes,Ajio,2555,4.1,1,45,6
Woodland Trek Model 16,Shoes,Ajio,2692,4.2,2,48,7
Bata Comfort Model 17,Shoes,Ajio,2829,4.3,3,1,8
Campus Pro Model 18,Shoes,Ajio,2966,4.4,4,4,9
ASICS Run Model 19,Shoes,Ajio,3103,4.5,5,7,10
New Balance Model 20,Shoes,Ajio,3240,4.6,1,10,1
Nike Running Model 21,Shoes,Ajio,3377,4.7,2,13,2
Adidas Sports Model 22,Shoes,Ajio,3514,4.8,3,16,3
Puma Casual Model 23,Shoes,Ajio,3651,4.9,4,19,4
Reebok Trainer Model 24,Shoes,Ajio,3788,3.8,5,22,5
Skechers Go Model 25,Shoes,Ajio,3925,3.9,1,25,6
Woodland Trek Model 26,Shoes,Ajio,4062,4.0,2,28,7
Bata Comfort Model 27,Shoes,Ajio,4199,4.1,3,31,8
Campus Pro Model 28,Shoes,Ajio,4336,4.2,4,34,9
ASICS Run Model 29,Shoes,Ajio,4473,4.3,5,37,10
New Balance Model 30,Shoes,Ajio,4610,4.4,1,40,1
Nike Running Model 31,Shoes,Ajio,4747,4.5,2,43,2
Adidas Sports Model 32,Shoes,Ajio,4884,4.6,3,46,3
Puma Casual Model 33,Shoes,Ajio,5021,4.7,4,49,4
Reebok Trainer Model 34,Shoes,Ajio,5158,4.8,5,2,5
Skechers Go Model 35,Shoes,Ajio,5295,4.9,1,5,6
Woodland Trek Model 36,Shoes,Ajio,5432,3.8,2,8,7
Bata Comfort Model 37,Shoes,Ajio,5569,3.9,3,11,8
Campus Pro Model 38,Shoes,Ajio,5706,4.0,4,14,9
ASICS Run Model 39,Shoes,Ajio,5843,4.1,5,17,10
New Balance Model 40,Shoes,Ajio,5980,4.2,1,20,1
Nike Running Model 41,Shoes,Ajio,6117,4.3,2,23,2
Adidas Sports Model 42,Shoes,Ajio,6254,4.4,3,26,3
Puma Casual Model 43,Shoes,Ajio,6391,4.5,4,29,4
Reebok Trainer Model 44,Shoes,Ajio,6528,4.6,5,32,5
Skechers Go Model 45,Shoes,Ajio,6665,4.7,1,35,6
Woodland Trek Model 46,Shoes,Ajio,6802,4.8,2,38,7
Bata Comfort Model 47,Shoes,Ajio,6939,4.9,3,41,8
Campus Pro Model 48,Shoes,Ajio,7076,3.8,4,44,9
ASICS Run Model 49,Shoes,Ajio,7213,3.9,5,47,10
New Balance Model 50,Shoes,Ajio,7350,4.0,1,0,1
Nike Running Model 1,Shoes,Meesho,637,3.9,2,3,2
Adidas Sports Model 2,Shoes,Meesho,774,4.0,3,6,3
Puma Casual Model 3,Shoes,Meesho,911,4.1,4,9,4
Reebok Trainer Model 4,Shoes,Meesho,1048,4.2,5,12,5
Skechers Go Model 5,Shoes,Meesho,1185,4.3,1,15,6
Woodland Trek Model 6,Shoes,Meesho,1322,4.4,2,18,7
Bata Comfort Model 7,Shoes,Meesho,1459,4.5,3,21,8
Campus Pro Model 8,Shoes,Meesho,1596,4.6,4,24,9
ASICS Run Model 9,Shoes,Meesho,1733,4.7,5,27,10
New Balance Model 10,Shoes,Meesho,1870,4.8,1,30,1
Nike Running Model 11,Shoes,Meesho,2007,4.9,2,33,2
Adidas Sports Model 12,Shoes,Meesho,2144,3.8,3,36,3
Puma Casual Model 13,Shoes,Meesho,2281,3.9,4,39,4
Reebok Trainer Model 14,Shoes,Meesho,2418,4.0,5,42,5
Skechers Go Model 15,Shoes,Meesho,2555,4.1,1,45,6
Woodland Trek Model 16,Shoes,Meesho,2692,4.2,2,48,7
Bata Comfort Model 17,Shoes,Meesho,2829,4.3,3,1,8
Campus Pro Model 18,Shoes,Meesho,2966,4.4,4,4,9
ASICS Run Model 19,Shoes,Meesho,3103,4.5,5,7,10
New Balance Model 20,Shoes,Meesho,3240,4.6,1,10,1
Nike Running Model 21,Shoes,Meesho,3377,4.7,2,13,2
Adidas Sports Model 22,Shoes,Meesho,3514,4.8,3,16,3
Puma Casual Model 23,Shoes,Meesho,3651,4.9,4,19,4
Reebok Trainer Model 24,Shoes,Meesho,3788,3.8,5,22,5
Skechers Go Model 25,Shoes,Meesho,3925,3.9,1,25,6
Woodland Trek Model 26,Shoes,Meesho,4062,4.0,2,28,7
Bata Comfort Model 27,Shoes,Meesho,4199,4.1,3,31,8
Campus Pro Model 28,Shoes,Meesho,4336,4.2,4,34,9
ASICS Run Model 29,Shoes,Meesho,4473,4.3,5,37,10
New Balance Model 30,Shoes,Meesho,4610,4.4,1,40,1
Nike Running Model 31,Shoes,Meesho,4747,4.5,2,43,2
Adidas Sports Model 32,Shoes,Meesho,4884,4.6,3,46,3
Puma Casual Model 33,Shoes,Meesho,5021,4.7,4,49,4
Reebok Trainer Model 34,Shoes,Meesho,5158,4.8,5,2,5
Skechers Go Model 35,Shoes,Meesho,5295,4.9,1,5,6
Woodland Trek Model 36,Shoes,Meesho,5432,3.8,2,8,7
Bata Comfort Model 37,Shoes,Meesho,5569,3.9,3,11,8
Campus Pro Model 38,Shoes,Meesho,5706,4.0,4,14,9
ASICS Run Model 39,Shoes,Meesho,5843,4.1,5,17,10
New Balance Model 40,Shoes,Meesho,5980,4.2,1,20,1
Nike Running Model 41,Shoes,Meesho,6117,4.3,2,23,2
Adidas Sports Model 42,Shoes,Meesho,6254,4.4,3,26,3
Puma Casual Model 43,Shoes,Meesho,6391,4.5,4,29,4
Reebok Trainer Model 44,Shoes,Meesho,6528,4.6,5,32,5
Skechers Go Model 45,Shoes,Meesho,6665,4.7,1,35,6
Woodland Trek Model 46,Shoes,Meesho,6802,4.8,2,38,7
Bata Comfort Model 47,Shoes,Meesho,6939,4.9,3,41,8
Campus Pro Model 48,Shoes,Meesho,7076,3.8,4,44,9
ASICS Run Model 49,Shoes,Meesho,7213,3.9,5,47,10
New Balance Model 50,Shoes,Meesho,7350,4.0,1,0,1
Nike Running Model 1,Shoes,Nykaa,637,3.9,2,3,2
Adidas Sports Model 2,Shoes,Nykaa,774,4.0,3,6,3
Puma Casual Model 3,Shoes,Nykaa,911,4.1,4,9,4
Reebok Trainer Model 4,Shoes,Nykaa,1048,4.2,5,12,5
Skechers Go Model 5,Shoes,Nykaa,1185,4.3,1,15,6
Woodland Trek Model 6,Shoes,Nykaa,1322,4.4,2,18,7
Bata Comfort Model 7,Shoes,Nykaa,1459,4.5,3,21,8
Campus Pro Model 8,Shoes,Nykaa,1596,4.6,4,24,9
ASICS Run Model 9,Shoes,Nykaa,1733,4.7,5,27,10
New Balance Model 10,Shoes,Nykaa,1870,4.8,1,30,1
Nike Running Model 11,Shoes,Nykaa,2007,4.9,2,33,2
Adidas Sports Model 12,Shoes,Nykaa,2144,3.8,3,36,3
Puma Casual Model 13,Shoes,Nykaa,2281,3.9,4,39,4
Reebok Trainer Model 14,Shoes,Nykaa,2418,4.0,5,42,5
Skechers Go Model 15,Shoes,Nykaa,2555,4.1,1,45,6
Woodland Trek Model 16,Shoes,Nykaa,2692,4.2,2,48,7
Bata Comfort Model 17,Shoes,Nykaa,2829,4.3,3,1,8
Campus Pro Model 18,Shoes,Nykaa,2966,4.4,4,4,9
ASICS Run Model 19,Shoes,Nykaa,3103,4.5,5,7,10
New Balance Model 20,Shoes,Nykaa,3240,4.6,1,10,1
Nike Running Model 21,Shoes,Nykaa,3377,4.7,2,13,2
Adidas Sports Model 22,Shoes,Nykaa,3514,4.8,3,16,3
Puma Casual Model 23,Shoes,Nykaa,3651,4.9,4,19,4
Reebok Trainer Model 24,Shoes,Nykaa,3788,3.8,5,22,5
Skechers Go Model 25,Shoes,Nykaa,3925,3.9,1,25,6
Woodland Trek Model 26,Shoes,Nykaa,4062,4.0,2,28,7
Bata Comfort Model 27,Shoes,Nykaa,4199,4.1,3,31,8
Campus Pro Model 28,Shoes,Nykaa,4336,4.2,4,34,9
ASICS Run Model 29,Shoes,Nykaa,4473,4.3,5,37,10
New Balance Model 30,Shoes,Nykaa,4610,4.4,1,40,1
Nike Running Model 31,Shoes,Nykaa,4747,4.5,2,43,2
Adidas Sports Model 32,Shoes,Nykaa,4884,4.6,3,46,3
Puma Casual Model 33,Shoes,Nykaa,5021,4.7,4,49,4
Reebok Trainer Model 34,Shoes,Nykaa,5158,4.8,5,2,5
Skechers Go Model 35,Shoes,Nykaa,5295,4.9,1,5,6
Woodland Trek Model 36,Shoes,Nykaa,5432,3.8,2,8,7
Bata Comfort Model 37,Shoes,Nykaa,5569,3.9,3,11,8
Campus Pro Model 38,Shoes,Nykaa,5706,4.0,4,14,9
ASICS Run Model 39,Shoes,Nykaa,5843,4.1,5,17,10
New Balance Model 40,Shoes,Nykaa,5980,4.2,1,20,1
Nike Running Model 41,Shoes,Nykaa,6117,4.3,2,23,2
Adidas Sports Model 42,Shoes,Nykaa,6254,4.4,3,26,3
Puma Casual Model 43,Shoes,Nykaa,6391,4.5,4,29,4
Reebok Trainer Model 44,Shoes,Nykaa,6528,4.6,5,32,5
Skechers Go Model 45,Shoes,Nykaa,6665,4.7,1,35,6
Woodland Trek Model 46,Shoes,Nykaa,6802,4.8,2,38,7
Bata Comfort Model 47,Shoes,Nykaa,6939,4.9,3,41,8
Campus Pro Model 48,Shoes,Nykaa,7076,3.8,4,44,9
ASICS Run Model 49,Shoes,Nykaa,7213,3.9,5,47,10
New Balance Model 50,Shoes,Nykaa,7350,4.0,1,0,1
Levis Jeans Model 1,Clothing,Amazon,637,3.9,2,3,2
Allen Solly Shirt Model 2,Clothing,Amazon,774,4.0,3,6,3
Peter England Model 3,Clothing,Amazon,911,4.1,4,9,4
Van Heusen Model 4,Clothing,Amazon,1048,4.2,5,12,5
US Polo Model 5,Clothing,Amazon,1185,4.3,1,15,6
Wrangler Model 6,Clothing,Amazon,1322,4.4,2,18,7
H&M Tee Model 7,Clothing,Amazon,1459,4.5,3,21,8
Zara Shirt Model 8,Clothing,Amazon,1596,4.6,4,24,9
Roadster Jeans Model 9,Clothing,Amazon,1733,4.7,5,27,10
Wrogn Tee Model 10,Clothing,Amazon,1870,4.8,1,30,1
Levis Jeans Model 11,Clothing,Amazon,2007,4.9,2,33,2
Allen Solly Shirt Model 12,Clothing,Amazon,2144,3.8,3,36,3
Peter England Model 13,Clothing,Amazon,2281,3.9,4,39,4
Van Heusen Model 14,Clothing,Amazon,2418,4.0,5,42,5
US Polo Model 15,Clothing,Amazon,2555,4.1,1,45,6
Wrangler Model 16,Clothing,Amazon,2692,4.2,2,48,7
H&M Tee Model 17,Clothing,Amazon,2829,4.3,3,1,8
Zara Shirt Model 18,Clothing,Amazon,2966,4.4,4,4,9
Roadster Jeans Model 19,Clothing,Amazon,3103,4.5,5,7,10
Wrogn Tee Model 20,Clothing,Amazon,3240,4.6,1,10,1
Levis Jeans Model 21,Clothing,Amazon,3377,4.7,2,13,2
Allen Solly Shirt Model 22,Clothing,Amazon,3514,4.8,3,16,3
Peter England Model 23,Clothing,Amazon,3651,4.9,4,19,4
Van Heusen Model 24,Clothing,Amazon,3788,3.8,5,22,5
US Polo Model 25,Clothing,Amazon,3925,3.9,1,25,6
Wrangler Model 26,Clothing,Amazon,4062,4.0,2,28,7
H&M Tee Model 27,Clothing,Amazon,4199,4.1,3,31,8
Zara Shirt Model 28,Clothing,Amazon,4336,4.2,4,34,9
Roadster Jeans Model 29,Clothing,Amazon,4473,4.3,5,37,10
Wrogn Tee Model 30,Clothing,Amazon,4610,4.4,1,40,1
Levis Jeans Model 31,Clothing,Amazon,4747,4.5,2,43,2
Allen Solly Shirt Model 32,Clothing,Amazon,4884,4.6,3,46,3
Peter England Model 33,Clothing,Amazon,5021,4.7,4,49,4
Van Heusen Model 34,Clothing,Amazon,5158,4.8,5,2,5
US Polo Model 35,Clothing,Amazon,5295,4.9,1,5,6
Wrangler Model 36,Clothing,Amazon,5432,3.8,2,8,7
H&M Tee Model 37,Clothing,Amazon,5569,3.9,3,11,8
Zara Shirt Model 38,Clothing,Amazon,5706,4.0,4,14,9
Roadster Jeans Model 39,Clothing,Amazon,5843,4.1,5,17,10
Wrogn Tee Model 40,Clothing,Amazon,5980,4.2,1,20,1
Levis Jeans Model 41,Clothing,Amazon,6117,4.3,2,23,2
Allen Solly Shirt Model 42,Clothing,Amazon,6254,4.4,3,26,3
Peter England Model 43,Clothing,Amazon,6391,4.5,4,29,4
Van Heusen Model 44,Clothing,Amazon,6528,4.6,5,32,5
US Polo Model 45,Clothing,Amazon,6665,4.7,1,35,6
Wrangler Model 46,Clothing,Amazon,6802,4.8,2,38,7
H&M Tee Model 47,Clothing,Amazon,6939,4.9,3,41,8
Zara Shirt Model 48,Clothing,Amazon,7076,3.8,4,44,9
Roadster Jeans Model 49,Clothing,Amazon,7213,3.9,5,47,10
Wrogn Tee Model 50,Clothing,Amazon,7350,4.0,1,0,1
Levis Jeans Model 1,Clothing,Flipkart,637,3.9,2,3,2
Allen Solly Shirt Model 2,Clothing,Flipkart,774,4.0,3,6,3
Peter England Model 3,Clothing,Flipkart,911,4.1,4,9,4
Van Heusen Model 4,Clothing,Flipkart,1048,4.2,5,12,5
US Polo Model 5,Clothing,Flipkart,1185,4.3,1,15,6
Wrangler Model 6,Clothing,Flipkart,1322,4.4,2,18,7
H&M Tee Model 7,Clothing,Flipkart,1459,4.5,3,21,8
Zara Shirt Model 8,Clothing,Flipkart,1596,4.6,4,24,9
Roadster Jeans Model 9,Clothing,Flipkart,1733,4.7,5,27,10
Wrogn Tee Model 10,Clothing,Flipkart,1870,4.8,1,30,1
Levis Jeans Model 11,Clothing,Flipkart,2007,4.9,2,33,2
Allen Solly Shirt Model 12,Clothing,Flipkart,2144,3.8,3,36,3
Peter England Model 13,Clothing,Flipkart,2281,3.9,4,39,4
Van Heusen Model 14,Clothing,Flipkart,2418,4.0,5,42,5
US Polo Model 15,Clothing,Flipkart,2555,4.1,1,45,6
Wrangler Model 16,Clothing,Flipkart,2692,4.2,2,48,7
H&M Tee Model 17,Clothing,Flipkart,2829,4.3,3,1,8
Zara Shirt Model 18,Clothing,Flipkart,2966,4.4,4,4,9
Roadster Jeans Model 19,Clothing,Flipkart,3103,4.5,5,7,10
Wrogn Tee Model 20,Clothing,Flipkart,3240,4.6,1,10,1
Levis Jeans Model 21,Clothing,Flipkart,3377,4.7,2,13,2
Allen Solly Shirt Model 22,Clothing,Flipkart,3514,4.8,3,16,3
Peter England Model 23,Clothing,Flipkart,3651,4.9,4,19,4
Van Heusen Model 24,Clothing,Flipkart,3788,3.8,5,22,5
US Polo Model 25,Clothing,Flipkart,3925,3.9,1,25,6
Wrangler Model 26,Clothing,Flipkart,4062,4.0,2,28,7
H&M Tee Model 27,Clothing,Flipkart,4199,4.1,3,31,8
Zara Shirt Model 28,Clothing,Flipkart,4336,4.2,4,34,9
Roadster Jeans Model 29,Clothing,Flipkart,4473,4.3,5,37,10
Wrogn Tee Model 30,Clothing,Flipkart,4610,4.4,1,40,1
Levis Jeans Model 31,Clothing,Flipkart,4747,4.5,2,43,2
Allen Solly Shirt Model 32,Clothing,Flipkart,4884,4.6,3,46,3
Peter England Model 33,Clothing,Flipkart,5021,4.7,4,49,4
Van Heusen Model 34,Clothing,Flipkart,5158,4.8,5,2,5
US Polo Model 35,Clothing,Flipkart,5295,4.9,1,5,6
Wrangler Model 36,Clothing,Flipkart,5432,3.8,2,8,7
H&M Tee Model 37,Clothing,Flipkart,5569,3.9,3,11,8
Zara Shirt Model 38,Clothing,Flipkart,5706,4.0,4,14,9
Roadster Jeans Model 39,Clothing,Flipkart,5843,4.1,5,17,10
Wrogn Tee Model 40,Clothing,Flipkart,5980,4.2,1,20,1
Levis Jeans Model 41,Clothing,Flipkart,6117,4.3,2,23,2
Allen Solly Shirt Model 42,Clothing,Flipkart,6254,4.4,3,26,3
Peter England Model 43,Clothing,Flipkart,6391,4.5,4,29,4
Van Heusen Model 44,Clothing,Flipkart,6528,4.6,5,32,5
US Polo Model 45,Clothing,Flipkart,6665,4.7,1,35,6
Wrangler Model 46,Clothing,Flipkart,6802,4.8,2,38,7
H&M Tee Model 47,Clothing,Flipkart,6939,4.9,3,41,8
Zara Shirt Model 48,Clothing,Flipkart,7076,3.8,4,44,9
Roadster Jeans Model 49,Clothing,Flipkart,7213,3.9,5,47,10
Wrogn Tee Model 50,Clothing,Flipkart,7350,4.0,1,0,1
Levis Jeans Model 1,Clothing,Myntra,637,3.9,2,3,2
Allen Solly Shirt Model 2,Clothing,Myntra,774,4.0,3,6,3
Peter England Model 3,Clothing,Myntra,911,4.1,4,9,4
Van Heusen Model 4,Clothing,Myntra,1048,4.2,5,12,5
US Polo Model 5,Clothing,Myntra,1185,4.3,1,15,6
Wrangler Model 6,Clothing,Myntra,1322,4.4,2,18,7
H&M Tee Model 7,Clothing,Myntra,1459,4.5,3,21,8
Zara Shirt Model 8,Clothing,Myntra,1596,4.6,4,24,9
Roadster Jeans Model 9,Clothing,Myntra,1733,4.7,5,27,10
Wrogn Tee Model 10,Clothing,Myntra,1870,4.8,1,30,1
Levis Jeans Model 11,Clothing,Myntra,2007,4.9,2,33,2
Allen Solly Shirt Model 12,Clothing,Myntra,2144,3.8,3,36,3
Peter England Model 13,Clothing,Myntra,2281,3.9,4,39,4
Van Heusen Model 14,Clothing,Myntra,2418,4.0,5,42,5
US Polo Model 15,Clothing,Myntra,2555,4.1,1,45,6
Wrangler Model 16,Clothing,Myntra,2692,4.2,2,48,7
H&M Tee Model 17,Clothing,Myntra,2829,4.3,3,1,8
Zara Shirt Model 18,Clothing,Myntra,2966,4.4,4,4,9
Roadster Jeans Model 19,Clothing,Myntra,3103,4.5,5,7,10
Wrogn Tee Model 20,Clothing,Myntra,3240,4.6,1,10,1
